Artist name,Artist id,Track name,Track popularity,Genres,Followers,uri
Aly & Fila,2hL1EouqXLtBEB6JKnPF0h,Altitude Compensation - Chill Out Mix,7,"['trance', 'progressive trance']",174973,spotify:track:6y9xpoemkABeuzDoo0D6e8
John Newman,34v5MVKeQnIo0CWYMbbrPf,Love Me Again,8,[],799767,spotify:track:57PjISfyOyDcvTPipz16nf
L7,2zMQOJ4Cyl4BYbw6WqaO3h,Pretend We're Dead - Remastered,8,['grunge'],353610,spotify:track:3ckxgm2Tc1cqeN2vRkHhjN
Aztec Camera,7sbwBqdkynNUDgiWU3TQ5J,"Good Morning Britain - 7"" Mix",8,"['jangle pop', 'new wave']",141284,spotify:track:3yTMvJrFI17iPimNGcaTee
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,Heat Waves,9,[],4433669,spotify:track:6CDzDgIUqeDY5g8ujExx2f
Depedro,3wpNKcE7grYUIRKCMpmBOb,Mañanita,9,['singer-songwriter'],102123,spotify:track:4keF1fhgLTmh27ZHMLFmOH
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,Heat Waves,9,[],4433669,spotify:track:6CDzDgIUqeDY5g8ujExx2f
Lateef The Truthspeaker,2iLlfLTMiFJQ6X5rG2vgUy,We the People,10,[],5630,spotify:track:5lbs307d58i3al9AlpYa1k
MC Miker G,6q8oe9BP3H1XlKg8SpEHEx,Celebration Rap,11,"['hip house', 'italo disco']",1185,spotify:track:5hPZKDXyIj8CqaReOEzYSG
Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,"Don't Fear the Reaper - Live at the Old Waldorf, San Francisco, CA - September 1980",12,"['classic rock', 'hard rock']",1649367,spotify:track:01NHYyuVfq84gtMSwr7rKk
Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,"Don't Fear the Reaper - Live at the Old Waldorf, San Francisco, CA - September 1980",12,"['classic rock', 'hard rock']",1649367,spotify:track:01NHYyuVfq84gtMSwr7rKk
Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,"Don't Fear the Reaper - Live at the Old Waldorf, San Francisco, CA - September 1980",12,"['classic rock', 'hard rock']",1649367,spotify:track:01NHYyuVfq84gtMSwr7rKk
Mala Rodríguez,3Ces1OJeGOVGcUB0wPaPXJ,La Nina,12,['latin hip hop'],565800,spotify:track:6IWhdW3VzO3bGpL7BvqxRq
Marlango,1sssLDz8bNSqKkW1zndP0D,Una y Otra Vez,12,[],79293,spotify:track:57vq60MQuesKsKK6aHeRan
Nek,5mXMQJHLLfym1KyNcDrhoZ,Freud (feat. J-Ax),12,"['italo dance', 'rock en español', 'latin pop']",553109,spotify:track:2OAtXCZE1wNEdBXe4Rh15X
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Home,12,[],1060601,spotify:track:0cBPuDA3xUjR4Vh9o7CKy8
Noir,2rHW9XpYMGsHj7BmAOSmr9,Around - Solomon Vox Mix,13,['techno'],27489,spotify:track:7tqWwEVtAsNTUwAonlkuYZ
Neuman,2ApGJ6o1AkNPjkFrnJQLKM,Marsha,13,[],24948,spotify:track:7FhtAVRLzE8lZ6uF5giH6E
The Thrillseekers,1RYDKWzJnJtbTPYNsDswD5,Halcyon 2016,13,"['trance', 'progressive trance']",61327,spotify:track:4vId5HQNiASc8tnFIhxqUO
Novi Maschilton,37sY4GyhJCcsL5YChHwF75,Cocaina,13,['psytrance'],4800,spotify:track:02caQmMQpjMX9jIqMup21m
Aero Manyelo,637OrGlmcAsqUNdFQPj79Z,Kesi De,13,"['afro house', 'tribal house', '3 step']",3595,spotify:track:5gQE7JUBkI44v9kzJkDM2G
Delaporte,1GDip5phlxYzeZ36vnf9kJ,Las Montañas,13,[],70329,spotify:track:3TtAlxMxGTA5qdwLmxR4Oy
Miss Caffeina,1uvhwixGrZkuT2gpQQWgYb,Autoayuda,13,['indie'],206032,spotify:track:5qR8nkuEMnQBwX7Kz8NZJ7
levitants,5Ed1kJRHN0Uj0BhGbRNutV,Adelante,13,[],6458,spotify:track:5NvqDMHAL38UTfNQFizEWm
Lalos,7aI4OrVUMcDvjdqj0NzTFp,3 Am.,14,[],107,spotify:track:4rVpYMhmcbS1aKpw86N4oG
Seguridad Social,5UbMQUFrcJdDstPCza7y0B,Quiero tener tu presencia - Directo,14,['rock en español'],166798,spotify:track:6Q6NHfWD8OI2spgDSI4gHN
Woody Guthrie,4rAgFKtlTr66ic18YZZyF1,Vigilante Man,15,"['folk', 'americana', 'singer-songwriter']",217583,spotify:track:3DdbrCxfTYdIpIIaEtlHu9
Belinda Carlisle,7xkAwz0bQTGDSbkofyQt3U,Heaven Is A Place On Earth (Acoustic),15,[],922651,spotify:track:5w7oagCo432YEPmLu57rBu
Reptile Youth,0XoZwt2DsmzVvOe5GRSYDC,Speeddance,15,['electronic rock'],12913,spotify:track:3bUqZCLmH350z6JDnK4czq
Modestia Aparte,6yPTzaskdKAAlLMdnw9IkM,María,16,[],49156,spotify:track:0u4FeBvpBr1QSDeb64nW4I
Pegasuses-XL,2jSoYiIQgb4MFUv049chiD,Marathon Mansion,16,[],714,spotify:track:1v0XUfMGNChyz3FoTfAHG0
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,Wild Pack of Family Dogs,16,"['indie rock', 'indie', 'alternative rock']",1529046,spotify:track:1LZZm7gwyuAnvKGXYF6siQ
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,Heat Waves - Logic1000 Remix,16,[],4433669,spotify:track:0BzTTI21m2LuYusiy0TOTr
How To Dress Well,4jLcgJjDGmW0HmvbSf6lEI,Lost Youth / Lost You,17,"['alternative r&b', 'indie r&b']",88444,spotify:track:36cNPxDZocGVGmyQF2BR6a
Zahara,7uLePkJ2f0MwEcphODfkuu,Crash,17,[],242950,spotify:track:7hVP9YRdSia5U9OHobret1
Fabrizio De André,19HiWVd2g0XyJstBsbW2Qm,La città vecchia,17,"['italian singer-songwriter', 'singer-songwriter']",1327744,spotify:track:4YEAkjKuWWddfaru0o5NWE
Radio Futura,4qKJA8Cf8R44cMThP6q8KM,Tormenta de Arena,18,['rock en español'],416410,spotify:track:3XT56ieuIeM7elsbImbKFW
Futuristic Polar Bears,47v4vGA1qCl7hyevSkpRM7,You & Me,18,['big room'],18459,spotify:track:5Rc7dKOupcqUdhNpAST4tb
Dorian,6GoZ2axiSqX91WzMrvJfWk,Energía Rara,18,['indie'],257866,spotify:track:1IMzgl3wucTiKpAtJt36uT
Mando Diao,5I4eibDkC7gg0hmczTZuND,Kingdom and Glory,19,['swedish ballads'],327723,spotify:track:0sS4WjQThjIjlhaFoW30UL
Colectivo Da Silva,7h2HIXXVcZ6UPkqlCa2QZY,Nos Vemos Luego,19,[],13730,spotify:track:2ysdD3d9Do8yEBewLD9rNR
Taylor Dayne,32lVGr0fSRGT6okLKHiP68,Tell It to My Heart,19,[],486641,spotify:track:2sgNpV75dnspn2YAeydi5S
Robbie Williams,2HcwFjNelS49kFbfvMxQYw,No Regrets - XXV,19,[],3137952,spotify:track:044OzkbCql5atb0qAj518X
The Black Angels,0VNWuGf8SMVU2AerpdhMbP,Grab as Much (As You Can),19,"['psychedelic rock', 'stoner rock', 'space rock', 'garage rock']",280579,spotify:track:2kdbkjhKyQo57g0JtG1RXQ
El Paisano,1FQxxeZmsxTnlDupsusXTL,Marbella,19,[],15261,spotify:track:3yj3HUzUF3M8LjL0nEEQQ6
Helena Goch,2JifS5JEJbv3GcQ4ZB2q9B,Nonsense (B.S.O. Mar de Plástico),20,[],3545,spotify:track:1hqdU6yHb0z1uGBQQLP4k6
Radik Tyulush,3Q66p59TteCJnTHiM1UkCh,Oskus Urug,20,[],914,spotify:track:4SC0ZQYHYwH2G136M2YxLz
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Dancing in the Street - Dub,20,"['glam rock', 'art rock']",11278035,spotify:track:3LQN1RL315Nhzvwvd7ZOEp
Quique González,0uCwhAtvXQlTGZJWDJQykZ,Vidas Cruzadas,20,['singer-songwriter'],116262,spotify:track:54QTU8d1wVIsnAMj3Ltkd7
Exsonvaldes,4x1cLsIXGk0UN4RMtMtgJb,On n'a rien vu venir,21,['psychedelic pop'],7397,spotify:track:1Vs3NWPDOtvY9B8RbkH32g
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Lo/Hi,21,"['blues rock', 'garage rock', 'modern blues', 'rock']",4108429,spotify:track:5Ds6yF2TY2QOETKPqgS8EW
Public Enemy,6Mo9PoU6svvhgEum7wh2Nd,"Smash The Crowd (feat. Ice-T, and PMD)",21,"['east coast hip hop', 'hip hop', 'hardcore hip hop']",1131709,spotify:track:6hcUEeGCrYmrF5rVh7WJaL
Efecto Mariposa,2fFrIDTV1Tk8MwAv4OJiY5,No me crees,22,[],245668,spotify:track:03XYTn2AVSerDN3Mr5S965
Depedro,3wpNKcE7grYUIRKCMpmBOb,Panamericana,22,['singer-songwriter'],102123,spotify:track:4yIjbtjH3FjnGkfOfmLs2G
Circa Waves,6hl5k4gLl1p3sjhHcb57t2,Jacqueline,22,['indie'],307374,spotify:track:64aOsCf4KNCWPCzadSev5J
Foals,6FQqZYVfTNQ1pCqfkwVFEa,2001,22,['indie'],1443326,spotify:track:6FtfZdMiuUX3CdGMhAZmlJ
Scanners,0PVEuLOb9xt4FX5icv2wm6,Lowlife,23,[],6952,spotify:track:7b5QkBLkJEY13L5ZCR5u0I
Chucho,0gDqh6nvSk3l7eZ4UVL3GG,Magic,23,[],8626,spotify:track:64iEbQ53jtNho7EDr2B8Q0
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,23,[],102259045,spotify:track:0sf12qNH5qcw8qpgymFOqD
Delaporte,1GDip5phlxYzeZ36vnf9kJ,Superman,23,[],70329,spotify:track:696yEKk7CrxIhiTkNWHTB3
Delaporte,1GDip5phlxYzeZ36vnf9kJ,Superman,23,[],70329,spotify:track:696yEKk7CrxIhiTkNWHTB3
Ana Torroja,5YekZn3GGnPIURNA6RG124,Paraíso,23,['latin pop'],794738,spotify:track:0XxP93BIMvj8WQfjYWdFrx
Delaporte,1GDip5phlxYzeZ36vnf9kJ,Narciso,23,[],70329,spotify:track:2Y180kd8kH1N0ypr7Hi5FZ
Dada Life,00sAT5YX8W3xNd1EuqyHw9,Take Me Into Space - Extended Mix,23,"['big room', 'edm', 'electro house']",397737,spotify:track:0Z3U0hLh8QJy05Tu8rxCSh
Coque Malla,2VR9eUwDCe6jccal0ZQ5FV,"Un lazo rojo, un agujero (feat. Kase O)",24,['singer-songwriter'],102621,spotify:track:4NxxEZ3slna7U8eCSoHtrT
The Divine Comedy,7EV6jW6dotBdvsHj6xPixi,The Best Mistakes,24,"['chamber pop', 'baroque pop', 'britpop', 'comedy']",154541,spotify:track:7KkSzDc5OgBDh8R61cXRqw
Sides,6djvt6wMekjF32ykPoHJWU,Cape Town,25,[],236,spotify:track:6thW0yqQxgjs5MLIaFsCCb
KRS-One,2gINJ8xw86xawPyGvx1bla,Step Into A World (Rapture's Delight) - Radio Edit,25,"['east coast hip hop', 'hip hop', 'hardcore hip hop']",701683,spotify:track:0F5INCGO2NuwmzUUaXv6WL
The Psychedelic Furs,0O0lrN34wrcuBenkqlEDZe,Love My Way,26,"['new wave', 'post-punk']",639677,spotify:track:0kPOa7wKFdcxSo8i0slO8z
The Go! Team,6veTV9sF06FBf2KN0xAdvo,Mayday,26,['alternative dance'],91248,spotify:track:0RE6QU3Sy8soxsMydV3zx6
Arab Strap,6g8Jqb5JMfv92eB2r0awTN,Sociometer Blues,26,"['slowcore', 'spoken word']",80229,spotify:track:6wWrzyLyhCqlBk37a4NymO
Iron Maiden,6mdiAmATAx73kdxrNrnlao,The Trooper - Live; 1998 Remastered Version,27,"['heavy metal', 'metal', 'hard rock', 'rock']",9851221,spotify:track:1j7gVahlawJgbPvrGiL3Fr
Jay Reatard,3cAGUcRbwsFHwKbJv8FT4T,Waiting for Something,27,"['garage rock', 'indie punk', 'noise rock']",75452,spotify:track:1iO2TX147EbAmLdzjDZSvR
Pony Bravo,2e1wMFU6VpZkcLil2g7MrF,Mi DNI,27,[],25059,spotify:track:6w7BXZltYDUnxotCRay4aS
Milk & Bone,4fmvA5uVlZUNsje29D1PaW,Natalie,27,[],65421,spotify:track:1VV4Cn1Zsc7v6gTRjvCqfJ
The Orwells,7ia4FaCVsbXvhVwagCJk7l,The Righteous One,28,['garage rock'],108453,spotify:track:0XSSDRJkLfRCx3tOSW3VQ3
La Casa Azul,2Ynst7DZrEJnlaMM41ZCxd,El Momento Más Feliz,28,[],177171,spotify:track:0YZ3lkcMwZeV8gnb4jDMsa
Madonna,6tbjWDEIzxoDsBA1FuhfPW,Frozen - Edit,28,[],8444852,spotify:track:0AeSlENrgK8criEUCR5zBq
Yuck,6l3BRLCpzfC8yxqf9thWAg,The Wall,28,"['noise rock', 'shoegaze']",99208,spotify:track:5J9enf9dleUm5aRMwYzX1y
Rulo y la contrabanda,0ewtf5KcA50GVkF6FBXOcs,Confeti,28,[],186640,spotify:track:4jixeUK1hku6aaOlVBvB80
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,Rush,28,[],9071032,spotify:track:3xIMkM5LgbVDkpO74O3Np3
Ben Folds,55tif8708yyDQlSjh3Trdu,Trusted,29,[],317643,spotify:track:2TXE60tyhAJ1YvEUm8qKUO
Glee Cast,0SCbttzoZTnLFebDYmAWCm,Bust Your Windows - Cover of Jazmine Sullivan,29,['christmas'],1536182,spotify:track:7fUmng4zh1d6HAqEDFSfP7
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,Sean,30,"['rock', 'post-grunge', 'alternative rock', 'grunge', 'modern rock']",12484129,spotify:track:1T8ZHOyYzHFd0t4LvdIHfz
Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,Bandera Blanca - Remastered 2020,30,"['italian singer-songwriter', 'singer-songwriter']",869201,spotify:track:6eNclfRkzaITKfx9aGVaJz
New Order,0yNLKJebCb8Aueb54LYya3,"Bizarre Love Triangle - 2011 Total Version; Shep Pettibone 7"" Remix",30,"['new wave', 'synthpop', 'post-punk', 'madchester']",2357247,spotify:track:1g5BzgVrAJ5bJ30rCQcguG
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,Graffiti,31,['synthpop'],1409854,spotify:track:2tzs8aV8k9xnbAiaHDn4YP
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,Graffiti,31,['synthpop'],1409854,spotify:track:2tzs8aV8k9xnbAiaHDn4YP
Alizzz,23herDudxPBB3S81GB5uG3,Siempre igual,31,[],85150,spotify:track:5rvKsvYzdbxl0rdtgMP3qb
Los Estanques,2viZosiTrNf88YlPRVHkos,Tu Pelo de Flores,31,[],15653,spotify:track:6346LOiPOPSckjqe25cu4O
Eurythmics,0NKDgy9j66h3DLnN8qu1bB,Here Comes the Rain Again - 2018 Remastered,32,"['new wave', 'synthpop']",2210990,spotify:track:2HJ0irMgolBlOGk29m8Gu1
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,Gold Rush,32,[],1575868,spotify:track:4rX47mBU230P9Egkd1ICnN
Feder,5KnoVkIUGmK0PiDKMjz2LM,Goodbye (feat. Lyse) - Original Mix,32,[],212468,spotify:track:19CbMNos4Uop4N88hCrXRo
IDLES,75mafsNqNE1WSEVxIKuY5C,Damaged Goods,32,"['post-punk', 'noise rock', 'punk']",777201,spotify:track:5PRU610vVE9hHvPqfH3qcX
Westbam,1zcj0EOWK3jRZKeh20dnMR,You Need The Drugs - &ME Remix,32,['happy hardcore'],19160,spotify:track:7KTcccQfiGgaCsP8TpR9sf
Fangoria,7CJiKj8TrQSms0WSCKbHm4,Un poco todo,32,[],271465,spotify:track:1PRQbBDsB6GwxGPoFpTcd9
Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,You Ain't The Problem,33,['soul'],1587493,spotify:track:0QDe6nlExlt3AM1NHTh4nn
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,Entrepreneur (feat. JAY-Z),33,[],5109337,spotify:track:7E1lnnPsrnHslXSWomUkLP
Mikel Erentxun,7thnnayFyJnVOAJrpe5wMC,Esos ojos negros (feat. Amaia),33,"['rock en español', 'latin rock']",187006,spotify:track:0X5i46Aw94PdYazgcITWHn
Mujeres,5vnfKgHNYLnKeuFA6c2jJO,Tú y Yo,33,[],30291,spotify:track:5lfKC6Y49dEg8Lj5yw8qkI
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,In the Ghetto (World Turns Remix) (feat. Nardo Wick),33,"['rockabilly', 'rock and roll']",10456308,spotify:track:1fcCj5bgu8XfdiefwrcISZ
Fabrizio De André,19HiWVd2g0XyJstBsbW2Qm,La stagione del tuo amore,33,"['italian singer-songwriter', 'singer-songwriter']",1327744,spotify:track:0m8xOYk0nSUzGx90ZFwFGY
Billy Paul,187xgSpsFH8mMbAcoCW0zE,Let the Dollar Circulate,33,"['philly soul', 'soul', 'motown']",311717,spotify:track:3ihmJ6AKx2BC6vWhx25eaH
Más Birras,7zRiWy0Kdwmc0T573rqM0D,Apuesta Por El Rock’n’Roll,34,['rockabilly'],6559,spotify:track:5ieMoqtQ5B9PBq9l3v3R62
Grande Amore,1FVM2KsOjbVwhAYApEhSzQ,Esta Pena Que a Veces Teño,34,[],12514,spotify:track:2u4oFAkv99hJyUbbCouPgQ
Alexandra Savior,2qqZbV6smvvtohQOUgZqKa,M.T.M.E.,35,[],309506,spotify:track:4bWtZm1aJ7pmmr9jtIQ8xe
Fuel Fandango,1MbqzxZvHtdClX1cBKU2OG,Salvaje,35,[],113572,spotify:track:2IZCMSL45gZOSpCuWwfBwv
Breakbot,0iui2Be5CP8EWxvHYsVspL,My Toy,35,"['french house', 'nu disco']",465085,spotify:track:7azbYzY7gqLI4HITDmlxUO
Jack White,4FZ3j1oH43e7cukCALsCwf,Over and Over and Over,35,['blues rock'],1404016,spotify:track:13CKjk6hRuF2XzY4N3xw4m
Depeche Mode,762310PdDnwsDxAQxzQkfX,Black Celebration - Live,35,"['new wave', 'synthpop', 'darkwave']",6984697,spotify:track:1BIZeThDSJV0zeoYFkBEcA
Ace of Base,5ksRONqssB7BR161NTtJAm,All That She Wants - Extended Dub,35,"['eurodance', 'europop']",989644,spotify:track:6RMgn5D4r5lTXU2NZhlVn2
LA ÉLITE,0sISeGVb8SMEQGbI9DBfov,Nuit Folle,35,['indie punk'],28726,spotify:track:5rDGffA9akY4KJmFi5EVIV
Moris,6nDtQCSWqly8rUM8s0JZa5,De Nada Sirve,35,['argentine rock'],26716,spotify:track:5zR2HBjuNk68vpMDUutZ7r
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,Feel You,36,"['art pop', 'chamber pop', 'baroque pop']",132590,spotify:track:6JGZmmiaL64s1AmhEOVvCr
LIBERATO,4X89u81dkCXBSGo8i2DhMW,GUAGLIÒ,36,"['canzone napoletana', 'neomelodico']",643586,spotify:track:30D7YJ2bDVvhf7NZfI0VnQ
Videokids,1pUluhs7dAcvHogzXp3pkR,Woodpeckers from Space,36,"['italo disco', 'italo dance', 'hi-nrg']",2363,spotify:track:00pnGo0SqrkQFPnDJKBW96
Malva Vela,42gMsjzIofZl8uTc1NmRHz,Chavela,36,"['flamenco', 'flamenco pop']",8798,spotify:track:0rZrzVHDc6k3EYnAnIhUel
Massiel,7gAcNqHWOMnqnsTBjq7v0T,"La, La, La",36,[],187163,spotify:track:1ApXNkjfjxkSDoezO8Kh8g
Pulp,36E7oYfz3LLRto6l2WmDcD,Like A Friend - Great Expectations Soundtrack,37,"['britpop', 'madchester']",1008389,spotify:track:3Z9d7g8Pn4S4ivwlziwcf6
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,Say It Right - Radio Edit,37,[],4345373,spotify:track:6PKTAsKbSBR7bY4J1fQuI2
Parcels,3oKRxpszQKUjjaHz388fVA,Lightenup,37,[],948175,spotify:track:1dgAx1KJjIhjEB9c0iVTl9
Groove Armada,67tgMwUfnmqzYsNAtnP6YJ,I See You Baby (feat. Gramma Funk),37,"['big beat', 'trip hop']",712545,spotify:track:7zdScymclyy48QjCvbYjm2
Luli Pampín,2s5oIH7jW68tUafw6zs2y6,La Semana de Halloween,37,"['lullaby', ""children's music""]",236318,spotify:track:2ChoWIk6PNjDpEBxbXnvvU
Neil Young,6v8FB84lnmJs434UJf2Mrm,Rockin' in the Free World - Live Acoustic,38,"['classic rock', 'folk rock', 'singer-songwriter', 'roots rock']",3171975,spotify:track:4Qd39ySO5WaxBvenQQBF2F
Liam Gallagher,6sN51vEARnAAdBw1IKZ8Q9,Wall of Glass,38,"['britpop', 'madchester', 'acoustic rock']",1188793,spotify:track:3eqhMltljpvMkVNUbAHyQI
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,Power,38,[],12966436,spotify:track:6smYfKpqsvpmqBXkLjYGJo
Efecto Mariposa,2fFrIDTV1Tk8MwAv4OJiY5,No me crees (feat. Javier Ojeda),38,[],245668,spotify:track:2IAFSXQ3AsQx7cNfTxl0Mt
Young Fathers,5mZC7ndY6oGMxJentRwsuV,Only God Knows,39,['experimental hip hop'],247424,spotify:track:7vmLW0qZn0vBgH6WN7ZAnC
Karavana,6SShgjYwZQZ8Nx2wo5IKdd,Strokes,39,[],25799,spotify:track:7mZmMF0uTsMRrDFR8uByDb
Karavana,6SShgjYwZQZ8Nx2wo5IKdd,Strokes,39,[],25799,spotify:track:7mZmMF0uTsMRrDFR8uByDb
Karavana,6SShgjYwZQZ8Nx2wo5IKdd,Strokes,39,[],25799,spotify:track:7mZmMF0uTsMRrDFR8uByDb
Karavana,6SShgjYwZQZ8Nx2wo5IKdd,Strokes,39,[],25799,spotify:track:7mZmMF0uTsMRrDFR8uByDb
Karavana,6SShgjYwZQZ8Nx2wo5IKdd,Strokes,39,[],25799,spotify:track:7mZmMF0uTsMRrDFR8uByDb
Zae,7LzHjduJmIQZGQsh8luHkD,Baddest MF (BMF),39,"['pinoy hip hop', 'pinoy r&b', 'opm', 'p-pop']",82768,spotify:track:2AkroGRX5lRx0CNwTpAuYW
La Femme,5VTWoYYizcOY3uIKnxeCGI,Sphynx,40,"['french pop', 'french house']",569691,spotify:track:6BRHU5wP4zMmPDqnBscklp
Donny Hathaway,0HU0U9kdXEHZVxUNbuQe8S,Someday We'll All Be Free,41,['soul'],623126,spotify:track:5J5rzvpYAQHlELldedLT9X
Alela Diane,2QIHd0B2VIKlmLyoq4lUr7,Take Us Back,41,"['folk', 'indie folk']",141416,spotify:track:2ITMAIFknTPjTTcGroEz5I
Foals,6FQqZYVfTNQ1pCqfkwVFEa,Wake Me Up,41,['indie'],1443326,spotify:track:4MDDOpA7BwGDjYclTmCTVw
Caroline Polachek,4Ge8xMJNwt6EEXOzVXju9a,Bunny Is A Rider,41,['art pop'],595041,spotify:track:1rYABrDmfqVmJMwaNJBUUb
Rigoberta Bandini,7DOERbtkx9aTLvWzZSB0qx,Too Many Drugs,41,[],258213,spotify:track:36Ylur9D9t6AMcu6wCs2Bh
Carlos Sadness,2LCcy9CZWwZ7Vvykt8IVVq,Todo Estaba Bien,41,['latin indie'],351168,spotify:track:72m6x9D3NCMs2MsE4wHMIC
George Baker Selection,2MGJBRRGEj9m6MxJIq7fLn,Little Green Bag - Single Edit,41,['nederpop'],59640,spotify:track:20jhZ58fJ7xTkTudhxrWQg
Ana Tijoux,40JMTpVRUw90SrN4pFA6Mz,Somos Sur,42,"['latin hip hop', 'latin alternative']",457742,spotify:track:7Ke2pX91o8sYw220ZY0whv
DELLAFUENTE,4bJh7sMPcVRiqe5jlnsWQV,Ya No Te Veo,42,"['flamenco urbano', 'flamenco']",1116792,spotify:track:7lOLQ52wY0FmqEKn7LKtQG
Tinie Tempah,0Tob4H0FLtEONHU1MjpUEp,Pass Out - Radio Edit,42,['grime'],843767,spotify:track:197Fa8CFtKbcQGPsFoBY9u
Róisín Murphy,3qwabfaWewpfli7hMNM3O8,You Know Me Better,42,"['art pop', 'electropop']",389050,spotify:track:0gRjFMBQJg83gtJbo1YFfr
Metric,1rCIEwPp5OnXW0ornlSsRl,All Comes Crashing,42,[],884356,spotify:track:1gKLWryPONC9dyrx5fX3Dr
DELLAFUENTE,4bJh7sMPcVRiqe5jlnsWQV,Ya No Te Veo,42,"['flamenco urbano', 'flamenco']",1116792,spotify:track:7lOLQ52wY0FmqEKn7LKtQG
The Pains Of Being Pure At Heart,3zmmBJseZelpVEHj8S6Dek,Laid,43,"['dream pop', 'shoegaze', 'jangle pop']",103862,spotify:track:0JBhtS8zMP6QZFdSCzRjUa
Los Rebeldes,5xL4xxrHU7qleELxk85vAo,Bajo la Luz de la Luna,43,['rockabilly'],72757,spotify:track:2hfv8QRES8BwT49kO0Hhmd
Al Jarreau,3YR92OLKlvkK5oKNekSqXe,Roof Garden,43,"['smooth jazz', 'vocal jazz', 'jazz']",420408,spotify:track:1CpDrx0Q7f2Wv3tBXDMt6z
The National,2cCUtGK9sDU2EoElnk0GNB,Conversation 16,43,['indie rock'],1664468,spotify:track:6KIvl5KkeTnd9Z7X6cHzRW
Veintiuno,2k60o7SVpOKmzpuTEAG3L8,Dopamina,43,['indie'],46881,spotify:track:6jmlMwy11AlRBxPXHsWfef
La Maravillosa Orquesta del Alcohol,1vBn5Puz4mdZopZEHq1QDq,Una Canción para No Decir Te Quiero,43,[],252409,spotify:track:2uhTEPAQvGHa69xwEEFEpE
Neil Young,6v8FB84lnmJs434UJf2Mrm,Razor Love,44,"['classic rock', 'folk rock', 'singer-songwriter', 'roots rock']",3171975,spotify:track:4BEy9qPMYPBxtjV0NnTZB3
Los Planetas,0N1TIXCk9Q9JbEPXQDclEL,Segundo Premio,44,[],174195,spotify:track:0VaaF3Mjm3xwl9uQJbwetH
Jennifer Rush,3fsCWTIuWIRvEGS7gerSJX,The Power of Love,44,[],320275,spotify:track:0IWLgimumxlqOmHWdFVJlD
The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,STAY (with Justin Bieber),44,[],6188928,spotify:track:7yZcC4JIdQkXKaigJxrKSn
Just Brothers,5qTJU3YBzlGmOSrSHL4EVK,Sliced Tomatoes,45,['northern soul'],3050,spotify:track:4AxrlOlmlKducWdz18bLYB
Biffy Clyro,1km0R7wy712AzLkA1WjKET,Wolves of Winter,45,['modern rock'],736647,spotify:track:3n4r9HS59J2Utzr9wHbte4
Violadores Del Verso,1DH9RJ0xBVje6gQmK3LWUY,Filosofía y Letras,45,['latin hip hop'],583466,spotify:track:5ZEYoO7GqDlHHD08aYUkHj
Twin Atlantic,4A9xtvezlouTD7H0kyUje9,Heart and Soul,45,[],153254,spotify:track:7CskFQLRb7IdIEdnAnjMDV
Gang Of Four,3AmWjMXXtBJOmNGpUFSOAl,Natural's Not in It,45,"['post-punk', 'new wave', 'proto-punk', 'funk rock', 'punk']",256649,spotify:track:6Rsf9POXEmgQHzxXr6ubTg
Justice,1gR0gsQYfi6joyO1dlp76N,Civilization,45,"['french house', 'new rave', 'electronic rock']",1344698,spotify:track:3cn4e9MRXiUmDqTioimYBp
Taiwan MC,0yiXjZrrbGYxQlg8oPxuOE,A Mi Lado,45,"['ragga', 'dub', 'reggae', 'dancehall']",67388,spotify:track:1FShSStnXzldEdsQqJSq5v
Taiwan MC,0yiXjZrrbGYxQlg8oPxuOE,A Mi Lado,45,"['ragga', 'dub', 'reggae', 'dancehall']",67388,spotify:track:1FShSStnXzldEdsQqJSq5v
Eminem,7dGJo4pcD2V6oG8kP0tJRR,The King and I (feat. CeeLo Green) - From the Original Motion Picture Soundtrack ELVIS,45,"['rap', 'hip hop']",98967305,spotify:track:4QjbbBQAJ7NiGdlfDPcxag
